JPS1917|Genesis 18:1|c1,Genesis 18:1,Vayera,"And the LORD appeared unto him by the terebinths of {{c1::Mamre}}, as he sat in the tent door in the heat of the day;",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:1|c2,Genesis 18:1,Vayera,"And the LORD {{c1::appeared}} unto him by the terebinths of Mamre, as he sat in the tent door in the heat of the day;",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:2|c1,Genesis 18:2,Vayera,"and he {{c1::lifted}} up his eyes and looked, and, lo, three men stood over against him; and when he saw them, he ran to meet them from the tent door, and bowed down to the earth,",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:2|c2,Genesis 18:2,Vayera,"and he lifted up his eyes and {{c1::looked}}, and, lo, three men stood over against him; and when he saw them, he ran to meet them from the tent door, and bowed down to the earth,",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:3|c1,Genesis 18:3,Vayera,"and said: ‘{{c1::My}} lord, if now I have found favour in thy sight, pass not away, I pray thee, from thy servant.",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:3|c2,Genesis 18:3,Vayera,"and said: ‘My lord, if now {{c1::I}} have found favour in thy sight, pass not away, I pray thee, from thy servant.",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:4|c1,Genesis 18:4,Vayera,"Let now a {{c1::little}} water be fetched, and wash your feet, and recline yourselves under the tree.",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:4|c2,Genesis 18:4,Vayera,"Let now a little water be {{c1::fetched}}, and wash your feet, and recline yourselves under the tree.",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:5|c1,Genesis 18:5,Vayera,"And {{c1::I}} will fetch a morsel of bread, and stay ye your heart; after that ye shall pass on; forasmuch as ye are come to your servant.’ And they said: ‘So do, as thou hast said.’",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:5|c2,Genesis 18:5,Vayera,"And I will fetch a morsel of bread, and stay ye your heart; after that ye shall pass on; forasmuch as ye are come to your servant.’ And they said: ‘{{c1::So}} do, as thou hast said.’",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:6|c1,Genesis 18:6,Vayera,"And {{c1::Abraham}} hastened into the tent unto Sarah, and said: ‘Make ready quickly three measures of fine meal, knead it, and make cakes.’",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:6|c2,Genesis 18:6,Vayera,"And Abraham hastened into the tent unto {{c1::Sarah}}, and said: ‘Make ready quickly three measures of fine meal, knead it, and make cakes.’",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:7|c1,Genesis 18:7,Vayera,"And {{c1::Abraham}} ran unto the herd, and fetched a calf tender and good, and gave it unto the servant; and he hastened to dress it.",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:7|c2,Genesis 18:7,Vayera,"And Abraham ran unto the herd, and {{c1::fetched}} a calf tender and good, and gave it unto the servant; and he hastened to dress it.",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:8|c1,Genesis 18:8,Vayera,"And he took curd, and milk, and the calf which he had {{c1::dressed}}, and set it before them; and he stood by them under the tree, and they did eat.",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:8|c2,Genesis 18:8,Vayera,"And he took curd, and milk, and the calf which he had dressed, and set it {{c1::before}} them; and he stood by them under the tree, and they did eat.",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:9|c1,Genesis 18:9,Vayera,"And they said unto him: ‘{{c1::Where}} is Sarah thy wife?’ And he said: ‘Behold, in the tent.’",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:9|c2,Genesis 18:9,Vayera,"And they said unto him: ‘Where is {{c1::Sarah}} thy wife?’ And he said: ‘Behold, in the tent.’",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:10|c1,Genesis 18:10,Vayera,"And {{c1::He}} said: ‘I will certainly return unto thee when the season cometh round; and, lo, Sarah thy wife shall have a son.’ And Sarah heard in the tent door, which was behind him.—",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:10|c2,Genesis 18:10,Vayera,"And He said: ‘{{c1::I}} will certainly return unto thee when the season cometh round; and, lo, Sarah thy wife shall have a son.’ And Sarah heard in the tent door, which was behind him.—",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:11|c1,Genesis 18:11,Vayera,"Now {{c1::Abraham}} and Sarah were old, and well stricken in age; it had ceased to be with Sarah after the manner of women.—",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:11|c2,Genesis 18:11,Vayera,"Now Abraham and {{c1::Sarah}} were old, and well stricken in age; it had ceased to be with Sarah after the manner of women.—",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:12|c1,Genesis 18:12,Vayera,"And {{c1::Sarah}} laughed within herself, saying: ‘After I am waxed old shall I have pleasure, my lord being old also?’",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:12|c2,Genesis 18:12,Vayera,"And Sarah laughed within herself, saying: ‘{{c1::After}} I am waxed old shall I have pleasure, my lord being old also?’",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:13|c1,Genesis 18:13,Vayera,"And the LORD said unto {{c1::Abraham}}: ‘Wherefore did Sarah laugh, saying: Shall I of a surety bear a child, who am old?",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:13|c2,Genesis 18:13,Vayera,"And the LORD said unto Abraham: ‘{{c1::Wherefore}} did Sarah laugh, saying: Shall I of a surety bear a child, who am old?",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:14|c1,Genesis 18:14,Vayera,"Is any thing too hard for the LORD. At the set time {{c1::I}} will return unto thee, when the season cometh round, and Sarah shall have a son.’",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:14|c2,Genesis 18:14,Vayera,"Is any thing too hard for the LORD. At the set time I will return unto thee, when the season cometh round, and {{c1::Sarah}} shall have a son.’",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:15|c1,Genesis 18:15,Vayera,"Then {{c1::Sarah}} denied, saying: ‘I laughed not’; for she was afraid. And He said: ‘Nay; but thou didst laugh.’",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:15|c2,Genesis 18:15,Vayera,"Then Sarah denied, saying: ‘{{c1::I}} laughed not’; for she was afraid. And He said: ‘Nay; but thou didst laugh.’",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:16|c1,Genesis 18:16,Vayera,"And the men rose up from thence, and looked out toward {{c1::Sodom}}; and Abraham went with them to bring them on the way.",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:16|c2,Genesis 18:16,Vayera,"And the men rose up from thence, and looked out toward Sodom; and {{c1::Abraham}} went with them to bring them on the way.",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:17|c1,Genesis 18:17,Vayera,And the LORD said: ‘Shall {{c1::I}} hide from Abraham that which I am doing;,Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:17|c2,Genesis 18:17,Vayera,And the LORD said: ‘Shall I hide from {{c1::Abraham}} that which I am doing;,Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:18|c1,Genesis 18:18,Vayera,"seeing that {{c1::Abraham}} shall surely become a great and mighty nation, and all the nations of the earth shall be blessed in him?",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:18|c2,Genesis 18:18,Vayera,"{{c1::seeing}} that Abraham shall surely become a great and mighty nation, and all the nations of the earth shall be blessed in him?",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:19|c1,Genesis 18:19,Vayera,"For {{c1::I}} have known him, to the end that he may command his children and his household after him, that they may keep the way of the LORD, to do righteousness and justice; to the end that the LORD may bring upon Abraham that which He hath spoken of him.’",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:19|c2,Genesis 18:19,Vayera,"For I have known him, to the end that he may command his children and his household after him, that they may keep the way of the LORD, to do righteousness and justice; to the end that the LORD may bring upon {{c1::Abraham}} that which He hath spoken of him.’",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:20|c1,Genesis 18:20,Vayera,"And the LORD said: ‘{{c1::Verily}}, the cry of Sodom and Gomorrah is great, and, verily, their sin is exceeding grievous.",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:20|c2,Genesis 18:20,Vayera,"And the LORD said: ‘Verily, the cry of {{c1::Sodom}} and Gomorrah is great, and, verily, their sin is exceeding grievous.",Torah::Genesis::Vayera Type::AutoCloze
JPS1917|Genesis 18:21|c1,Genesis 18:21,Vayera,"I will go down now, and see whether they have done altogether according to the cry of it, which is come unto {{c1::Me}}; and if not, I will know.’",Torah::Genesis::Vayera Type::AutoCloze
