JPS1917|Numbers 13:1|c1,Numbers 13:1,Sh'lach,"And the LORD spoke unto {{c1::Moses}}, saying:",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:1|c2,Numbers 13:1,Sh'lach,"And the LORD spoke unto Moses, {{c1::saying}}:",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:2|c1,Numbers 13:2,Sh'lach,"’Send thou men, that they may spy out the land of {{c1::Canaan}}, which I give unto the children of Israel; of every tribe of their fathers shall ye send a man, every one a prince among them.’",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:2|c2,Numbers 13:2,Sh'lach,"’Send thou men, that they may spy out the land of Canaan, which {{c1::I}} give unto the children of Israel; of every tribe of their fathers shall ye send a man, every one a prince among them.’",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:3|c1,Numbers 13:3,Sh'lach,And {{c1::Moses}} sent them from the wilderness of Paran according to the commandment of the LORD; all of them men who were heads of the children of Israel.,Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:3|c2,Numbers 13:3,Sh'lach,And Moses sent them from the wilderness of {{c1::Paran}} according to the commandment of the LORD; all of them men who were heads of the children of Israel.,Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:4|c1,Numbers 13:4,Sh'lach,"And these were their names: of the tribe of {{c1::Reuben}}, Shammua the son of Zaccur.",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:4|c2,Numbers 13:4,Sh'lach,"And these were their names: of the tribe of Reuben, {{c1::Shammua}} the son of Zaccur.",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:5|c1,Numbers 13:5,Sh'lach,"Of the tribe of {{c1::Simeon}}, Shaphat the son of Hori.",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:5|c2,Numbers 13:5,Sh'lach,"Of the tribe of Simeon, {{c1::Shaphat}} the son of Hori.",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:6|c1,Numbers 13:6,Sh'lach,"Of the tribe of {{c1::Judah}}, Caleb the son of Jephunneh.",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:6|c2,Numbers 13:6,Sh'lach,"Of the tribe of Judah, {{c1::Caleb}} the son of Jephunneh.",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:7|c1,Numbers 13:7,Sh'lach,"Of the tribe of {{c1::Issachar}}, Igal the son of Joseph.",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:7|c2,Numbers 13:7,Sh'lach,"Of the tribe of Issachar, {{c1::Igal}} the son of Joseph.",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:8|c1,Numbers 13:8,Sh'lach,"Of the tribe of {{c1::Ephraim}}, Hoshea the son of Nun.",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:8|c2,Numbers 13:8,Sh'lach,"Of the tribe of Ephraim, {{c1::Hoshea}} the son of Nun.",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:9|c1,Numbers 13:9,Sh'lach,"Of the tribe of {{c1::Benjamin}}, Palti the son of Raphu.",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:9|c2,Numbers 13:9,Sh'lach,"Of the tribe of Benjamin, {{c1::Palti}} the son of Raphu.",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:10|c1,Numbers 13:10,Sh'lach,"Of the tribe of {{c1::Zebulun}}, Gaddiel the son of Sodi.",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:10|c2,Numbers 13:10,Sh'lach,"Of the tribe of Zebulun, {{c1::Gaddiel}} the son of Sodi.",Torah::Numbers::Sh'lach Type::AutoCloze
JPS1917|Numbers 13:11|c1,Numbers 13:11,Sh'lach,"Of the tribe of {{c1::Joseph}}, namely, of the tribe of Manasseh, Gaddi the son of Susi.",Torah::Numbers::Sh'lach Type::AutoCloze
