JPS1917|Deuteronomy 1:1|c1,Deuteronomy 1:1,Devarim,"THESE ARE the words which {{c1::Moses}} spoke unto all Israel beyond the Jordan; in the wilderness, in the Arabah, over against Suph, between Paran and Tophel, and Laban, and Hazeroth, and Di-zahab.",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:1|c2,Deuteronomy 1:1,Devarim,"THESE ARE the words which Moses spoke unto all {{c1::Israel}} beyond the Jordan; in the wilderness, in the Arabah, over against Suph, between Paran and Tophel, and Laban, and Hazeroth, and Di-zahab.",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:2|c1,Deuteronomy 1:2,Devarim,It is eleven days journey from {{c1::Horeb}} unto Kadesh-barnea by the way of mount Seir.,Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:2|c2,Deuteronomy 1:2,Devarim,It is eleven days journey from Horeb unto {{c1::Kadesh}}-barnea by the way of mount Seir.,Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:3|c1,Deuteronomy 1:3,Devarim,"And it came to pass in the fortieth year, in the eleventh month, on the first day of the month, that {{c1::Moses}} spoke unto the children of Israel, according unto all that the LORD had given him in commandment unto them;",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:3|c2,Deuteronomy 1:3,Devarim,"And it came to pass in the fortieth year, in the eleventh month, on the first day of the month, that Moses spoke unto the children of {{c1::Israel}}, according unto all that the LORD had given him in commandment unto them;",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:4|c1,Deuteronomy 1:4,Devarim,"after he had smitten {{c1::Sihon}} the king of the Amorites, who dwelt in Heshbon, and Og the king of Bashan, who dwelt in Ashtaroth, at Edrei;",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:4|c2,Deuteronomy 1:4,Devarim,"after he had smitten Sihon the king of the {{c1::Amorites}}, who dwelt in Heshbon, and Og the king of Bashan, who dwelt in Ashtaroth, at Edrei;",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:5|c1,Deuteronomy 1:5,Devarim,"beyond the {{c1::Jordan}}, in the land of Moab, took Moses upon him to expound this law, saying:",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:5|c2,Deuteronomy 1:5,Devarim,"beyond the Jordan, in the land of {{c1::Moab}}, took Moses upon him to expound this law, saying:",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:6|c1,Deuteronomy 1:6,Devarim,"The LORD our God spoke unto us in {{c1::Horeb}}, saying: ‘Ye have dwelt long enough in this mountain;",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:6|c2,Deuteronomy 1:6,Devarim,"The LORD our God spoke unto us in Horeb, saying: ‘{{c1::Ye}} have dwelt long enough in this mountain;",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:7|c1,Deuteronomy 1:7,Devarim,"turn you, and take your journey, and go to the hill-country of the {{c1::Amorites}} and unto all the places nigh thereunto, in the Arabah, in the hill-country, and in the Lowland, and in the South, and by the sea-shore; the land of the Canaanites, and Lebanon, as far as the great river, the river Euphrates.",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:7|c2,Deuteronomy 1:7,Devarim,"turn you, and take your journey, and go to the hill-country of the Amorites and unto all the places nigh thereunto, in the {{c1::Arabah}}, in the hill-country, and in the Lowland, and in the South, and by the sea-shore; the land of the Canaanites, and Lebanon, as far as the great river, the river Euphrates.",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:8|c1,Deuteronomy 1:8,Devarim,"Behold, {{c1::I}} have set the land before you: go in and possess the land which the LORD swore unto your fathers, to Abraham, to Isaac, and to Jacob, to give unto them and to their seed after them.’",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:8|c2,Deuteronomy 1:8,Devarim,"Behold, I have set the land before you: go in and possess the land which the LORD swore unto your fathers, to {{c1::Abraham}}, to Isaac, and to Jacob, to give unto them and to their seed after them.’",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:9|c1,Deuteronomy 1:9,Devarim,"And {{c1::I}} spoke unto you at that time, saying: ‘I am not able to bear you myself alone;",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:9|c2,Deuteronomy 1:9,Devarim,"And I spoke unto you at that time, {{c1::saying}}: ‘I am not able to bear you myself alone;",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:10|c1,Deuteronomy 1:10,Devarim,"the LORD your God hath {{c1::multiplied}} you, and, behold, ye are this day as the stars of heaven for multitude.—",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:10|c2,Deuteronomy 1:10,Devarim,"the LORD your God hath multiplied you, and, {{c1::behold}}, ye are this day as the stars of heaven for multitude.—",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:11|c1,Deuteronomy 1:11,Devarim,"The LORD, the God of your fathers, make you a thousand times so many more as ye are, and bless you, as {{c1::He}} hath promised you!—",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:11|c2,Deuteronomy 1:11,Devarim,"The LORD, the God of your {{c1::fathers}}, make you a thousand times so many more as ye are, and bless you, as He hath promised you!—",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:12|c1,Deuteronomy 1:12,Devarim,"How can {{c1::I}} myself alone bear your cumbrance, and your burden, and your strife?",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:12|c2,Deuteronomy 1:12,Devarim,"How can I {{c1::myself}} alone bear your cumbrance, and your burden, and your strife?",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:13|c1,Deuteronomy 1:13,Devarim,"Get you, from each one of your tribes, wise men, and understanding, and full of knowledge, and {{c1::I}} will make them heads over you.’",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:13|c2,Deuteronomy 1:13,Devarim,"Get you, from each one of your {{c1::tribes}}, wise men, and understanding, and full of knowledge, and I will make them heads over you.’",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:14|c1,Deuteronomy 1:14,Devarim,"And ye {{c1::answered}} me, and said: ‘The thing which thou hast spoken is good for us to do.’",Torah::Deuteronomy::Devarim Type::AutoCloze
JPS1917|Deuteronomy 1:14|c2,Deuteronomy 1:14,Devarim,"And ye answered me, and said: ‘The thing which thou hast {{c1::spoken}} is good for us to do.’",Torah::Deuteronomy::Devarim Type::AutoCloze
